meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1141,7768,1,1,1,1,SOFT,0
1141,7768,1,4,1,1,SOFT,0
1141,7768,1,11,1,1,SOFT,0
1141,7768,1,81,1,1,SOFT,0
1141,7768,1,27,1,2,SOFT,0
1141,7768,1,2,1,3,SOFT,0
1141,7768,1,10,1,3,SOFT,0
1141,7768,1,14,1,3,SOFT,0
1141,7768,1,16,1,3,MEDIUM,0
1141,7768,1,18,1,3,SOFT,0
1141,7768,1,20,1,3,SOFT,0
1141,7768,1,21,1,3,SOFT,0
1141,7768,1,22,1,3,SOFT,0
1141,7768,1,23,1,3,SOFT,0
1141,7768,1,24,1,3,SOFT,0
1141,7768,1,31,1,3,SOFT,0
1141,7768,1,44,1,3,SOFT,0
1141,7768,1,55,1,3,MEDIUM,0
1141,7768,1,63,1,3,SOFT,0
1141,7768,1,77,1,3,SOFT,0
1141,7768,2,1,2,4,SOFT,1
1141,7768,2,4,2,4,SOFT,1
1141,7768,2,11,2,4,SOFT,1
1141,7768,2,81,2,4,SOFT,1
1141,7768,2,27,3,5,SOFT,2
1141,7768,2,2,4,6,SOFT,0
1141,7768,2,10,4,6,SOFT,0
1141,7768,2,14,4,6,SOFT,3
1141,7768,2,16,4,6,SOFT,0
1141,7768,2,18,4,6,SOFT,0
1141,7768,2,20,4,6,SOFT,0
1141,7768,2,21,4,6,SOFT,0
1141,7768,2,22,4,6,SOFT,0
1141,7768,2,23,4,6,SOFT,0
1141,7768,2,24,4,6,SOFT,0
1141,7768,2,31,4,6,SOFT,0
1141,7768,2,44,4,6,SOFT,3
1141,7768,2,55,4,6,SOFT,0
1141,7768,2,63,4,6,SOFT,3
1141,7768,2,77,4,6,SOFT,0
1141,7768,3,1,5,6,SOFT,0
1141,7768,3,11,5,6,SOFT,0
1141,7768,3,4,5,7,SOFT,0
1141,7768,3,81,5,7,SOFT,0
1141,7768,3,27,6,8,SOFT,0
1141,7768,3,16,7,8,SOFT,3
1141,7768,3,23,7,8,SOFT,0
1141,7768,4,1,7,9,SOFT,0
1141,7768,4,11,7,9,SOFT,0
1141,7768,3,14,7,9,SOFT,0
1141,7768,3,18,7,9,SOFT,3
1141,7768,3,21,7,9,SOFT,0
1141,7768,3,22,7,9,SOFT,0
1141,7768,3,24,7,9,SOFT,3
1141,7768,3,31,7,9,SOFT,3
1141,7768,3,44,7,9,SOFT,0
1141,7768,3,55,7,9,SOFT,3
1141,7768,3,63,7,9,SOFT,0
1141,7768,3,77,7,9,SOFT,3
1141,7768,4,4,8,10,SOFT,3
1141,7768,4,16,9,11,SOFT,5
1141,7768,4,27,9,11,SOFT,3
1141,7768,5,1,10,12,SOFT,0
1141,7768,5,11,10,12,SOFT,0
1141,7768,4,14,10,12,SOFT,0
1141,7768,4,18,10,12,SOFT,0
1141,7768,4,22,10,12,SOFT,3
1141,7768,4,24,10,12,SOFT,0
1141,7768,4,31,10,12,SOFT,0
1141,7768,4,44,10,12,SOFT,0
1141,7768,4,55,10,12,SOFT,0
1141,7768,4,63,10,12,SOFT,0
1141,7768,4,77,10,12,SOFT,0
1141,7768,5,4,11,13,SOFT,0
1141,7768,5,16,12,14,SOFT,0
1141,7768,5,27,12,14,SOFT,0
1141,7768,6,1,13,14,UNKNOWN,0
1141,7768,6,11,13,14,UNKNOWN,0
1141,7768,5,31,13,14,UNKNOWN,0
1141,7768,5,14,13,15,SOFT,0
1141,7768,5,18,13,15,SOFT,3
1141,7768,5,22,13,15,SOFT,3
1141,7768,5,44,13,15,SOFT,0
1141,7768,5,55,13,15,SOFT,0
1141,7768,5,63,13,15,SOFT,0
1141,7768,6,16,15,17,SOFT,0
1141,7768,6,27,15,17,SOFT,0
1141,7768,6,55,16,17,UNKNOWN,0
1141,7768,6,18,16,18,SOFT,0
1141,7953,1,10,1,9,SOFT,0
1141,7953,1,4,1,10,SOFT,0
1141,7953,1,22,1,10,SOFT,0
1141,7953,1,21,1,11,SOFT,0
1141,7953,1,23,1,11,SOFT,0
1141,7953,1,27,1,11,SOFT,3
1141,7953,1,77,1,11,SOFT,0
1141,7953,1,2,1,12,SOFT,0
1141,7953,1,24,1,12,SOFT,0
1141,7953,1,31,1,12,SOFT,3
1141,7953,1,44,1,12,SOFT,3
1141,7953,1,16,1,13,SOFT,0
1141,7953,1,55,1,13,SOFT,3
1141,7953,1,63,1,13,SOFT,3
1141,7953,1,81,1,13,SOFT,0
1141,7953,1,1,1,14,SOFT,3
1141,7953,1,14,1,14,SOFT,3
1141,7953,1,18,1,15,SOFT,3
1141,7953,1,20,1,15,HARD,0
1141,7953,1,11,1,17,SOFT,3
1141,7953,2,10,10,25,HARD,0
1141,7953,2,4,11,17,HARD,0
1141,7953,2,22,11,26,HARD,0
1141,7953,2,21,12,26,HARD,0
1141,7953,2,23,12,26,SOFT,0
1141,7953,2,27,12,26,HARD,0
1141,7953,2,77,12,29,HARD,0
1141,7953,2,31,13,15,HARD,0
1141,7953,2,2,13,30,SOFT,0
1141,7953,2,44,13,30,HARD,0
1141,7953,2,24,13,32,HARD,0
1141,7953,2,55,14,31,HARD,0
1141,7953,2,63,14,31,HARD,0
1141,7953,2,16,14,33,HARD,0
1141,7953,2,14,15,34,HARD,0
1141,7953,2,1,15,36,SOFT,2
1141,7953,2,20,16,29,HARD,0
1141,7953,2,18,16,30,HARD,0
1141,7953,3,31,16,32,HARD,0
1141,7953,3,4,18,27,SOFT,3
1141,7953,2,11,18,34,SOFT,2
1141,7953,3,10,26,40,HARD,0
1141,7953,3,22,27,40,HARD,0
1141,7953,3,23,27,40,HARD,0
1141,7953,3,27,27,40,HARD,0
1141,7953,3,21,27,55,HARD,0
1141,7953,4,4,28,37,MEDIUM,0
1141,7953,3,20,30,40,SOFT,0
1141,7953,3,77,30,57,HARD,0
1141,7953,3,2,31,40,HARD,0
1141,7953,3,18,31,57,HARD,0
1141,7953,3,44,31,57,HARD,0
1141,7953,3,55,32,57,HARD,0
1141,7953,3,63,32,57,HARD,0
1141,7953,4,31,33,41,HARD,0
1141,7953,3,24,33,54,SOFT,3
1141,7953,3,16,34,40,HARD,0
1141,7953,3,11,35,57,HARD,0
1141,7953,3,14,35,57,HARD,0
1141,7953,3,1,37,57,HARD,0
1141,7953,5,4,38,47,HARD,0
1141,7953,4,2,41,56,SOFT,0
1141,7953,4,20,41,56,SOFT,0
1141,7953,4,27,41,56,SOFT,3
1141,7953,4,10,41,57,SOFT,0
1141,7953,4,22,41,57,SOFT,3
1141,7953,4,23,41,57,SOFT,0
1141,7953,6,4,48,54,SOFT,4
1141,7953,7,4,55,55,SOFT,6
1141,7953,4,24,55,56,SOFT,3
1142,7775,1,21,1,2,SOFT,0
1142,7775,1,1,1,3,SOFT,0
1142,7775,1,2,1,4,SOFT,0
1142,7775,1,4,1,4,SOFT,0
1142,7775,1,11,1,4,SOFT,0
1142,7775,1,23,1,4,SOFT,0
1142,7775,1,20,1,5,SOFT,0
1142,7775,1,22,1,5,SOFT,0
1142,7775,1,24,1,5,SOFT,0
1142,7775,1,27,1,5,SOFT,0
1142,7775,1,44,1,5,SOFT,0
1142,7775,1,63,1,5,SOFT,0
1142,7775,1,77,1,5,SOFT,0
1142,7775,1,81,1,5,SOFT,0
1142,7775,1,14,1,7,SOFT,0
1142,7775,1,18,1,7,SOFT,0
1142,7775,1,10,1,8,SOFT,0
1142,7775,1,16,1,8,SOFT,0
1142,7775,1,31,1,8,SOFT,0
1142,7775,1,55,1,9,SOFT,0
1142,7775,2,21,3,5,SOFT,0
1142,7775,2,1,4,6,SOFT,0
1142,7775,2,2,5,6,SOFT,0
1142,7775,2,11,5,7,SOFT,0
1142,7775,2,23,5,9,SOFT,0
1142,7775,2,44,6,7,SOFT,5
1142,7775,2,63,6,7,SOFT,5
1142,7775,2,20,6,9,SOFT,0
1142,7775,3,21,6,10,SOFT,0
1142,7775,2,22,6,10,SOFT,0
1142,7775,2,24,6,10,SOFT,0
1142,7775,2,27,6,10,SOFT,0
1142,7775,2,77,6,10,SOFT,0
1142,7775,2,81,6,10,SOFT,0
1142,7775,3,2,7,8,SOFT,0
1142,7775,3,11,8,10,SOFT,0
1142,7775,2,14,8,10,SOFT,0
1142,7775,2,18,8,10,SOFT,0
1142,7775,3,44,8,10,SOFT,0
1142,7775,3,63,8,10,SOFT,7
1142,7775,2,10,9,12,SOFT,0
1142,7775,2,16,9,13,SOFT,0
1142,7775,2,31,9,13,SOFT,0
1142,7775,3,20,10,13,SOFT,0
1142,7775,2,55,10,13,SOFT,0
1142,7775,3,14,11,12,SOFT,0
1142,7775,4,11,11,13,SOFT,3
1142,7775,3,24,11,13,SOFT,5
1142,7775,3,77,11,13,SOFT,5
1142,7775,3,81,11,13,SOFT,0
1142,7775,3,27,11,14,SOFT,0
1142,7775,3,18,11,15,SOFT,0
1142,7775,4,44,11,15,SOFT,0
1142,7775,4,63,11,15,SOFT,0
1142,7775,4,14,13,15,SOFT,0
1142,7775,3,10,13,16,SOFT,0
1142,7775,5,11,14,16,SOFT,0
1142,7775,3,16,14,16,SOFT,0
1142,7775,4,20,14,17,SOFT,0
1142,7775,3,31,14,17,SOFT,0
1142,7775,3,55,14,17,SOFT,0
1142,7775,4,24,14,18,SOFT,0
1142,7775,4,77,14,18,SOFT,0
1142,7775,4,81,14,18,SOFT,0
1142,7775,4,27,15,18,SOFT,0
1142,7775,5,14,16,18,SOFT,0
1142,7775,5,44,16,18,SOFT,0
1142,7775,5,63,16,18,SOFT,0
1142,7775,4,18,16,20,SOFT,0
1142,7775,6,11,17,18,SOFT,0
1142,7775,4,10,17,19,SOFT,4
1142,7775,4,16,17,19,SOFT,0
1142,7775,4,31,18,20,SOFT,4
1142,7775,4,55,18,20,SOFT,4
1142,7775,6,44,19,21,SOFT,0
1142,7775,6,63,19,21,SOFT,0
1142,7775,5,81,19,23,SOFT,0
1142,7775,5,10,20,23,SOFT,0
1142,7775,5,31,21,24,SOFT,0
1142,7775,5,55,21,24,SOFT,0
1142,7779,1,81,1,1,MEDIUM,0
1142,7779,1,4,1,2,SOFT,0
1142,7779,1,20,1,8,MEDIUM,0
1142,7779,1,77,1,9,MEDIUM,0
1142,7779,1,24,1,11,MEDIUM,0
1142,7779,1,27,1,11,MEDIUM,0
1142,7779,1,18,1,13,MEDIUM,0
1142,7779,1,10,1,14,MEDIUM,0
1142,7779,1,55,1,15,MEDIUM,0
1142,7779,1,16,1,16,SOFT,0
1142,7779,1,31,1,16,MEDIUM,0
1142,7779,1,21,1,17,MEDIUM,0
1142,7779,1,22,1,17,MEDIUM,0
1142,7779,1,23,1,17,MEDIUM,0
1142,7779,1,1,1,18,MEDIUM,0
1142,7779,1,2,1,18,HARD,0
1142,7779,1,11,1,18,MEDIUM,0
1142,7779,1,14,1,18,MEDIUM,0
1142,7779,1,44,1,18,HARD,0
1142,7779,1,63,1,18,MEDIUM,0
1142,7779,2,81,2,50,HARD,0
1142,7779,2,4,3,19,HARD,0
1142,7779,2,20,9,50,HARD,0
1142,7779,2,77,10,17,HARD,0
1142,7779,2,24,12,18,HARD,0
1142,7779,2,27,12,50,HARD,0
1142,7779,2,18,14,17,HARD,0
1142,7779,2,10,15,50,HARD,0
1142,7779,2,55,16,50,HARD,0
1142,7779,2,16,17,50,HARD,0
1142,7779,2,31,17,50,HARD,0
1142,7779,2,23,18,27,HARD,0
1142,7779,3,77,18,35,MEDIUM,0
1142,7779,2,21,18,50,HARD,0
1142,7779,2,22,18,50,HARD,0
1142,7779,2,1,19,50,HARD,0
1142,7779,2,2,19,50,MEDIUM,0
1142,7779,2,11,19,50,HARD,0
1142,7779,2,14,19,50,HARD,1
1142,7779,3,24,19,50,MEDIUM,0
1142,7779,2,44,19,50,MEDIUM,0
1142,7779,2,63,19,50,HARD,0
1142,7779,3,4,20,50,MEDIUM,0
1142,7779,4,77,36,49,SOFT,0
1143,7783,1,10,1,1,UNKNOWN,0
1143,7783,1,1,1,2,SOFT,0
1143,7783,1,11,1,2,SOFT,0
1143,7783,1,14,1,2,SOFT,0
1143,7783,1,16,1,2,SOFT,0
1143,7783,1,18,1,2,SOFT,0
1143,7783,1,31,1,2,SOFT,0
1143,7783,1,44,1,2,SOFT,0
1143,7783,1,55,1,2,SOFT,0
1143,7783,1,63,1,2,SOFT,0
1143,7783,1,2,1,3,SOFT,0
1143,7783,1,4,1,4,SOFT,0
1143,7783,1,20,1,4,SOFT,0
1143,7783,1,21,1,4,SOFT,0
1143,7783,1,22,1,4,SOFT,0
1143,7783,1,23,1,4,SOFT,0
1143,7783,1,24,1,4,SOFT,0
1143,7783,1,27,1,4,SOFT,0
1143,7783,1,77,1,4,SOFT,0
1143,7783,1,81,1,4,SOFT,0
1143,7783,2,10,2,9,SOFT,0
1143,7783,2,1,3,9,SOFT,2
1143,7783,2,16,3,9,SOFT,2
1143,7783,2,31,3,10,SOFT,0
1143,7783,2,44,3,10,SOFT,2
1143,7783,2,55,3,10,SOFT,2
1143,7783,2,14,3,11,SOFT,2
1143,7783,2,18,3,11,SOFT,0
1143,7783,2,63,3,11,SOFT,2
1143,7783,2,2,4,4,SOFT,3
1143,7783,2,20,5,10,SOFT,0
1143,7783,2,27,5,10,SOFT,0
1143,7783,3,2,5,12,SOFT,0
1143,7783,2,21,5,12,SOFT,0
1143,7783,2,22,5,12,SOFT,0
1143,7783,2,23,5,12,SOFT,0
1143,7783,2,24,5,12,SOFT,0
1143,7783,2,77,5,12,SOFT,0
1143,7783,2,81,5,12,SOFT,0
1143,7783,2,4,5,13,SOFT,0
1143,7783,3,1,10,13,SOFT,0
1143,7783,3,16,10,14,SOFT,0
1143,7783,3,10,10,17,SOFT,0
1143,7783,3,20,11,14,SOFT,0
1143,7783,3,27,11,15,SOFT,0
1143,7783,3,55,11,16,SOFT,0
1143,7783,3,31,11,18,SOFT,0
1143,7783,3,44,11,20,SOFT,0
1143,7783,3,18,12,16,SOFT,0
1143,7783,3,14,12,18,SOFT,0
1143,7783,3,63,12,21,SOFT,0
1143,7783,3,23,13,16,SOFT,4
1143,7783,3,21,13,18,SOFT,0
1143,7783,3,22,13,18,SOFT,0
1143,7783,4,1,14,16,SOFT,4
1143,7783,3,4,14,17,SOFT,0
1143,7783,4,16,15,18,SOFT,0
1143,7783,4,20,15,18,SOFT,0
1143,7783,4,27,16,19,SOFT,0
1143,7783,4,18,17,20,SOFT,2
1143,7783,4,55,17,20,SOFT,0
1143,7783,5,1,17,21,SOFT,0
1143,7783,4,23,17,21,SOFT,0
1143,7783,4,4,18,24,SOFT,0
1143,7783,4,10,18,25,SOFT,0
1143,7783,4,14,19,22,SOFT,0
1143,7783,5,16,19,22,SOFT,0
1143,7783,4,22,19,22,SOFT,0
1143,7783,4,21,19,23,SOFT,0
1143,7783,5,27,20,22,SOFT,2
1143,7783,4,44,21,24,SOFT,0
1143,7783,5,55,21,24,SOFT,0
1143,7783,5,18,21,26,SOFT,0
1143,7783,6,1,22,24,SOFT,0
1143,7783,4,63,22,25,SOFT,0
1143,7783,5,23,22,27,SOFT,0
1143,7783,6,16,23,25,SOFT,0
1143,7783,5,14,23,26,SOFT,0
1143,7783,6,27,23,26,SOFT,0
1143,7783,5,44,25,28,SOFT,0
1143,7783,6,55,25,28,SOFT,0
1143,7783,5,63,26,29,SOFT,0
1143,7787,1,2,1,1,HARD,0
1143,7787,1,11,1,1,HARD,0
1143,7787,1,16,1,1,MEDIUM,0
1143,7787,1,24,1,1,SOFT,0
1143,7787,1,31,1,1,SOFT,0
1143,7787,1,77,1,1,SOFT,0
1143,7787,1,20,1,7,MEDIUM,0
1143,7787,1,23,1,7,MEDIUM,0
1143,7787,1,55,1,7,MEDIUM,0
1143,7787,1,63,1,7,MEDIUM,0
1143,7787,1,1,1,8,MEDIUM,0
1143,7787,1,4,1,8,MEDIUM,0
1143,7787,1,10,1,8,SOFT,0
1143,7787,1,14,1,8,MEDIUM,1
1143,7787,1,18,1,8,MEDIUM,1
1143,7787,1,21,1,8,HARD,0
1143,7787,1,22,1,8,MEDIUM,0
1143,7787,1,27,1,8,MEDIUM,0
1143,7787,1,44,1,8,MEDIUM,0
1143,7787,1,81,1,8,MEDIUM,0
1143,7787,2,2,2,2,MEDIUM,0
1143,7787,2,11,2,2,MEDIUM,0
1143,7787,2,24,2,8,HARD,0
1143,7787,2,31,2,8,HARD,0
1143,7787,2,77,2,8,HARD,0
1143,7787,3,2,3,8,HARD,1
1143,7787,3,11,3,8,HARD,0
1143,7787,2,20,8,8,HARD,0
1143,7787,2,55,8,8,HARD,0
1143,7787,2,63,8,8,HARD,0
1143,7787,3,63,9,17,HARD,1
1143,7787,4,2,9,36,MEDIUM,0
1143,7787,2,21,9,45,MEDIUM,0
1143,7787,3,20,9,52,HARD,1
1143,7787,3,77,9,53,HARD,7
1143,7787,2,22,9,54,HARD,0
1143,7787,3,24,9,54,HARD,7
1143,7787,2,81,9,54,HARD,0
1143,7787,2,1,9,55,HARD,0
1143,7787,2,4,9,55,HARD,0
1143,7787,2,10,9,55,HARD,0
1143,7787,4,11,9,55,HARD,1
1143,7787,2,14,9,55,HARD,0
1143,7787,2,18,9,55,HARD,0
1143,7787,2,27,9,55,HARD,0
1143,7787,3,31,9,55,HARD,7
1143,7787,2,44,9,55,HARD,0
1143,7787,3,55,9,55,HARD,1
1143,7787,5,2,37,54,HARD,7
1143,7787,3,21,46,54,SOFT,0
1143,7787,4,77,54,54,SOFT,0
1143,7787,6,2,55,55,SOFT,0
1143,7787,4,21,55,55,SOFT,4
1143,7787,3,22,55,55,SOFT,0
1143,7787,4,24,55,55,SOFT,0
1143,7787,5,77,55,55,UNKNOWN,0
1143,7787,3,81,55,55,SOFT,0
1143,7787,3,1,56,57,SOFT,3
1143,7787,7,2,56,57,SOFT,1
1143,7787,3,4,56,57,SOFT,0
1143,7787,3,10,56,57,SOFT,0
1143,7787,5,11,56,57,SOFT,0
1143,7787,3,14,56,57,SOFT,4
1143,7787,3,18,56,57,SOFT,5
1143,7787,5,21,56,57,SOFT,0
1143,7787,4,22,56,57,SOFT,4
1143,7787,5,24,56,57,SOFT,0
1143,7787,3,27,56,57,SOFT,4
1143,7787,4,31,56,57,SOFT,0
1143,7787,3,44,56,57,SOFT,4
1143,7787,4,55,56,57,SOFT,4
1143,7787,6,77,56,57,SOFT,2
1143,7787,4,81,56,57,SOFT,0
1143,7787,4,1,58,58,SOFT,5
1143,7787,4,4,58,58,SOFT,4
1143,7787,6,11,58,58,SOFT,0
1143,7787,4,14,58,58,SOFT,4
1143,7787,4,18,58,58,SOFT,6
1143,7787,5,22,58,58,SOFT,8
1143,7787,6,24,58,58,SOFT,2
1143,7787,4,27,58,58,SOFT,0
1143,7787,4,44,58,58,SOFT,4
1143,7787,5,55,58,58,SOFT,4
1143,7787,7,77,58,58,SOFT,4
1143,7787,5,81,58,58,SOFT,0
1207,9064,1,55,1,2,SOFT,8
1207,9064,1,21,1,3,SOFT,0
1207,9064,1,1,1,4,SOFT,0
1207,9064,1,2,1,4,SOFT,0
1207,9064,1,4,1,4,SOFT,0
1207,9064,1,10,1,4,SOFT,0
1207,9064,1,11,1,4,SOFT,0
1207,9064,1,14,1,4,SOFT,0
1207,9064,1,16,1,4,SOFT,0
1207,9064,1,18,1,4,SOFT,4
1207,9064,1,22,1,4,SOFT,0
1207,9064,1,23,1,4,SOFT,0
1207,9064,1,24,1,4,SOFT,0
1207,9064,1,31,1,4,SOFT,0
1207,9064,1,63,1,4,SOFT,0
1207,9064,1,77,1,4,SOFT,0
1207,9064,1,81,1,4,SOFT,0
1207,9064,1,20,1,5,SOFT,0
1207,9064,1,27,1,5,SOFT,0
1207,9064,1,44,1,5,SOFT,0
1207,9064,2,55,3,4,SOFT,0
1207,9064,2,1,5,5,SOFT,4
1207,9064,2,4,5,5,SOFT,0
1207,9064,2,14,5,5,SOFT,4
1207,9064,2,16,5,5,SOFT,4
1207,9064,2,2,5,6,SOFT,0
1207,9064,2,10,5,6,SOFT,0
1207,9064,2,11,5,6,SOFT,4
1207,9064,2,18,5,6,SOFT,0
1207,9064,2,23,5,6,SOFT,0
1207,9064,2,24,5,6,SOFT,0
1207,9064,2,31,5,6,SOFT,0
1207,9064,3,55,5,6,SOFT,2
1207,9064,2,63,5,6,SOFT,0
1207,9064,2,77,5,6,SOFT,0
1207,9064,2,81,5,6,SOFT,0
1207,9064,2,22,5,9,SOFT,0
1207,9064,2,20,6,7,SOFT,0
1207,9064,2,44,6,7,SOFT,0
1207,9064,3,1,6,8,SOFT,5
1207,9064,3,4,6,9,SOFT,0
1207,9064,3,14,6,10,SOFT,5
1207,9064,3,16,6,10,SOFT,5
1207,9064,2,27,6,10,SOFT,0
1207,9064,3,11,7,10,SOFT,6
1207,9064,3,2,7,11,SOFT,0
1207,9064,3,18,7,11,SOFT,0
1207,9064,3,23,7,11,SOFT,0
1207,9064,3,24,7,11,SOFT,0
1207,9064,3,31,7,11,SOFT,0
1207,9064,4,55,7,11,SOFT,0
1207,9064,3,63,7,11,SOFT,2
1207,9064,3,77,7,11,SOFT,0
1207,9064,3,81,7,11,SOFT,0
1207,9064,3,20,8,9,SOFT,0
1207,9064,3,44,8,11,SOFT,2
1207,9064,4,1,9,11,SOFT,0
1207,9064,4,4,10,14,SOFT,0
1207,9064,3,22,10,14,SOFT,0
1207,9064,4,11,11,13,SOFT,0
1207,9064,4,14,11,15,SOFT,0
1207,9064,4,16,11,15,SOFT,0
1207,9064,5,1,12,14,SOFT,3
1207,9064,4,2,12,14,SOFT,2
1207,9064,4,23,12,14,SOFT,2
1207,9064,4,44,12,14,SOFT,0
1207,9064,4,63,12,14,SOFT,7
1207,9064,4,77,12,14,SOFT,0
1207,9064,4,81,12,14,SOFT,0
1207,9064,4,18,12,16,SOFT,2
1207,9064,4,31,12,16,SOFT,0
1207,9064,5,55,12,18,SOFT,0
1207,9064,5,11,14,15,SOFT,0
1207,9064,6,1,15,17,SOFT,0
1207,9064,5,4,15,17,SOFT,1
1207,9064,4,22,15,17,SOFT,0
1207,9064,5,44,15,18,SOFT,0
1207,9064,5,63,15,18,SOFT,0
1207,9064,5,2,15,19,SOFT,0
1207,9064,5,23,15,19,SOFT,0
1207,9064,5,77,15,19,SOFT,0
1207,9064,5,81,15,19,SOFT,0
1207,9064,5,14,16,17,SOFT,0
1207,9064,6,11,16,18,SOFT,0
1207,9064,5,16,16,18,SOFT,0
1207,9064,5,18,17,18,SOFT,5
1207,9064,5,31,17,19,SOFT,0
1207,9064,7,1,18,20,SOFT,0
1207,9064,6,4,18,20,SOFT,0
1207,9064,6,14,18,20,SOFT,0
1207,9064,5,22,18,20,SOFT,4
1207,9064,7,11,19,21,SOFT,0
1207,9064,6,16,19,21,SOFT,0
1207,9064,6,44,19,21,SOFT,0
1207,9064,6,55,19,21,SOFT,0
1207,9064,6,18,19,23,SOFT,0
1207,9064,6,81,20,24,SOFT,2
1207,9064,7,14,21,23,SOFT,0
1207,9064,6,22,21,23,SOFT,5
1207,9064,7,44,22,24,SOFT,0
1207,9064,7,55,22,24,UNKNOWN,0
1207,9069,1,22,1,1,MEDIUM,0
1207,9069,1,31,1,3,MEDIUM,5
1207,9069,1,4,1,10,SOFT,3
1207,9069,1,1,1,17,MEDIUM,3
1207,9069,1,10,1,17,MEDIUM,0
1207,9069,1,11,1,17,MEDIUM,4
1207,9069,1,14,1,17,MEDIUM,5
1207,9069,1,16,1,17,MEDIUM,0
1207,9069,1,18,1,17,MEDIUM,6
1207,9069,1,20,1,17,MEDIUM,0
1207,9069,1,21,1,17,MEDIUM,0
1207,9069,1,23,1,17,MEDIUM,6
1207,9069,1,24,1,17,MEDIUM,0
1207,9069,1,27,1,17,MEDIUM,6
1207,9069,1,44,1,17,MEDIUM,6
1207,9069,1,55,1,17,MEDIUM,0
1207,9069,1,63,1,17,MEDIUM,7
1207,9069,1,77,1,17,SOFT,0
1207,9069,1,81,1,17,MEDIUM,0
1207,9069,2,22,2,2,MEDIUM,6
1207,9069,2,31,4,12,SOFT,4
1207,9069,2,4,11,17,MEDIUM,6
1207,9069,3,31,13,17,SOFT,0
1207,9070,1,10,1,5,MEDIUM,0
1207,9070,1,77,1,6,MEDIUM,0
1207,9070,1,23,1,7,MEDIUM,0
1207,9070,1,2,1,8,MEDIUM,0
1207,9070,1,22,1,8,MEDIUM,0
1207,9070,1,81,1,8,MEDIUM,0
1207,9070,1,4,1,9,MEDIUM,0
1207,9070,1,44,1,9,MEDIUM,0
1207,9070,1,1,1,10,MEDIUM,0
1207,9070,1,20,1,10,MEDIUM,0
1207,9070,1,21,1,10,HARD,0
1207,9070,1,11,1,11,MEDIUM,0
1207,9070,1,14,1,11,MEDIUM,0
1207,9070,1,16,1,11,MEDIUM,0
1207,9070,1,18,1,11,MEDIUM,0
1207,9070,1,24,1,11,MEDIUM,0
1207,9070,1,55,1,11,MEDIUM,0
1207,9070,1,63,1,11,MEDIUM,0
1207,9070,1,27,1,49,HARD,0
1207,9070,1,31,1,50,HARD,0
1207,9070,2,10,6,23,HARD,0
1207,9070,2,77,7,12,HARD,0
1207,9070,2,23,8,51,HARD,0
1207,9070,2,2,9,51,HARD,0
1207,9070,2,22,9,51,HARD,0
1207,9070,2,81,9,51,HARD,0
1207,9070,2,4,10,51,HARD,0
1207,9070,2,44,10,51,HARD,0
1207,9070,2,1,11,51,HARD,0
1207,9070,2,20,11,51,HARD,0
1207,9070,2,24,12,36,HARD,0
1207,9070,2,63,12,49,HARD,0
1207,9070,2,11,12,51,HARD,0
1207,9070,2,14,12,51,HARD,0
1207,9070,2,16,12,51,HARD,0
1207,9070,2,18,12,51,HARD,3
1207,9070,2,55,12,51,HARD,0
1207,9070,3,77,13,34,HARD,0
1207,9070,3,10,24,51,HARD,0
1207,9070,4,77,35,50,MEDIUM,0
1207,9070,2,27,50,50,SOFT,0
1207,9070,3,63,50,51,SOFT,0
1207,9070,2,31,51,51,SOFT,0
1207,9278,1,10,1,3,MEDIUM,0
1207,9278,1,1,1,5,MEDIUM,0
1207,9278,1,16,1,5,MEDIUM,0
1207,9278,1,21,1,5,MEDIUM,0
1207,9278,1,24,1,5,MEDIUM,0
1207,9278,1,55,1,5,MEDIUM,0
1207,9278,1,2,1,6,MEDIUM,0
1207,9278,1,4,1,6,MEDIUM,0
1207,9278,1,11,1,6,MEDIUM,0
1207,9278,1,14,1,6,MEDIUM,0
1207,9278,1,18,1,6,MEDIUM,0
1207,9278,1,20,1,6,MEDIUM,0
1207,9278,1,22,1,6,MEDIUM,0
1207,9278,1,23,1,6,MEDIUM,0
1207,9278,1,27,1,6,MEDIUM,0
1207,9278,1,31,1,6,MEDIUM,0
1207,9278,1,44,1,6,MEDIUM,0
1207,9278,1,63,1,6,MEDIUM,0
1207,9278,1,77,1,6,MEDIUM,0
1207,9278,1,81,1,6,MEDIUM,0
1207,9278,2,1,6,8,MEDIUM,0
1207,9278,2,16,6,10,MEDIUM,0
1207,9278,2,55,6,11,MEDIUM,0
1207,9278,2,11,7,10,MEDIUM,0
1207,9278,2,14,7,11,MEDIUM,0
1207,9278,2,20,7,11,MEDIUM,0
1207,9278,2,31,7,11,MEDIUM,0
1207,9278,2,4,7,12,MEDIUM,0
1207,9278,2,18,7,12,MEDIUM,0
1207,9278,2,23,7,12,MEDIUM,0
1207,9278,2,27,7,12,MEDIUM,0
1207,9278,2,44,7,12,MEDIUM,0
1207,9278,2,81,7,12,MEDIUM,0
1207,9278,2,63,7,13,MEDIUM,0
1207,9278,3,1,9,13,SOFT,0
1207,9278,3,16,11,14,SOFT,0
1207,9278,3,11,11,15,SOFT,0
1207,9278,3,55,12,15,SOFT,0
1207,9278,3,14,12,16,SOFT,0
1207,9278,3,18,13,17,SOFT,0
